hotelid,360,350,340,330,320,310,300,290,280,270,260,250,240,230,220,210,200,190,180,170,160,150,140,130,120,110,100,90,80,72,68,64,56,54,52,50,48,46,44,42,40,38,36,34,32,30,28,27,26,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0
78,132.0,132.0,132.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,145.0,145.0,145.0,123.0,111.0,111.0,112.0,113.0,123.0,123.0,123.0,123.0,123.0,123.0,,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,115.0,115.0,115.0,115.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,139.0,,139.0,,139.0,145.0,145.0,,145.0,145.0,145.0,145.0,145.0,
79,,,,,,,,,,,,,,,,,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,92.0,92.0,85.0,83.0,77.0,77.0,76.0,77.0,77.0,76.0,78.0,78.0,76.0,76.0,,78.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,78.0,76.0,76.0,76.0,76.0,76.0,78.0,76.0,76.0,76.0,76.0,76.0,,74.0,77.0,,74.0,74.0,75.0,,74.0,77.0,74.0,74.0,77.0
80,63.0,,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,74.0,74.0,,63.0,,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,,63.0,63.0,63.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,63.0,72.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,,81.0,81.0,,81.0,81.0,81.0,81.0,81.0,68.0,64.0
81,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0,119.0,119.0,114.0,109.0,105.0,105.0,102.0,105.0,105.0,102.0,109.0,109.0,102.0,102.0,102.0,109.0,102.0,102.0,102.0,102.0,99.0,102.0,102.0,99.0,109.0,99.0,93.0,90.0,93.0,90.0,99.0,93.0,93.0,93.0,90.0,93.0,93.0,93.0,,93.0,96.0,96.0,96.0,96.0,96.0,99.0,96.0,99.0,99.0
85,70.0,70.0,70.0,70.0,67.0,67.0,67.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,,,,,,,,,85.0,82.0,81.0,78.0,68.0,,73.0,73.0,71.0,75.0,75.0,71.0,71.0,71.0,75.0,71.0,71.0,71.0,61.0,59.0,61.0,65.0,63.0,69.0,63.0,65.0,52.0,54.0,52.0,57.0,54.0,54.0,54.0,52.0,54.0,54.0,54.0,57.0,54.0,54.0,54.0,54.0,,82.0,85.0,82.0,75.0,67.0
86,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,72.0,72.0,,61.0,61.0,61.0,61.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,90.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,,99.0,99.0,99.0,,99.0,99.0,,99.0,99.0,99.0,99.0,99.0,70.0,61.0
87,,,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,85.0,85.0,,76.0,,70.0,69.0,70.0,70.0,69.0,76.0,76.0,69.0,69.0,69.0,85.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,85.0,77.0,77.0,77.0,86.0,86.0,95.0,86.0,,86.0,,86.0,86.0,86.0,95.0,86.0,86.0,86.0,87.0,86.0,100.0,100.0,96.0,,91.0
89,,,,,,,,,,,,,,,,,,,,,,,303.0,303.0,403.0,99.0,,89.0,86.0,86.0,89.0,86.0,86.0,84.0,89.0,89.0,63.0,63.0,63.0,67.0,63.0,63.0,56.0,56.0,54.0,56.0,56.0,54.0,59.0,54.0,56.0,54.0,62.0,60.0,66.0,62.0,62.0,64.0,62.0,64.0,,64.0,68.0,64.0,66.0,66.0,76.0,,101.0,,91.0,77.0,
90,,,,,,,,,,,,,,,,,,,,,,,64.0,64.0,67.0,67.0,67.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,64.0,64.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,49.0,49.0,49.0,49.0,49.0,49.0,,49.0,49.0,49.0,49.0,,49.0,49.0,,,,61.0,43.0
92,107.0,107.0,107.0,107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,105.0,105.0,105.0,105.0,105.0,105.0,105.0,89.0,89.0,89.0,107.0,107.0,161.0,161.0,125.0,147.0,147.0,147.0,147.0,105.0,89.0,80.0,80.0,80.0,95.0,95.0,91.0,80.0,,91.0,76.0,77.0,77.0,89.0,95.0,80.0,76.0,76.0,89.0,81.0,76.0,89.0,89.0,76.0,73.0,76.0,76.0,86.0,81.0,73.0,72.0,70.0,85.0,70.0,77.0,85.0,72.0,72.0,70.0,72.0,73.0,64.0,81.0,76.0,67.0,67.0,,,60.0,,,,58.0
94,81.0,91.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0,75.0,75.0,75.0,75.0,75.0,75.0,90.0,90.0,90.0,90.0,,90.0,90.0,90.0,99.0,110.0,110.0,110.0,77.0,81.0,78.0,78.0,81.0,81.0,81.0,81.0,81.0,76.0,76.0,71.0,75.0,73.0,73.0,72.0,72.0,70.0,72.0,72.0,71.0,78.0,71.0,73.0,71.0,70.0,67.0,74.0,70.0,70.0,70.0,67.0,72.0,72.0,72.0,74.0,70.0,72.0,72.0,,72.0,72.0,76.0,74.0,81.0,
95,,,,,,,,,74.0,74.0,74.0,74.0,74.0,74.0,74.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,83.0,83.0,,71.0,68.0,68.0,67.0,68.0,72.0,71.0,75.0,75.0,71.0,71.0,71.0,75.0,71.0,71.0,61.0,61.0,59.0,61.0,65.0,63.0,69.0,63.0,65.0,63.0,65.0,54.0,59.0,55.0,55.0,65.0,63.0,,58.0,58.0,62.0,58.0,60.0,60.0,60.0,60.0,60.0,72.0,70.0,72.0,62.0
96,1.004,1.004,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,70.0,70.0,,60.0,58.0,58.0,56.0,58.0,58.0,56.0,60.0,60.0,56.0,56.0,,60.0,56.0,56.0,66.0,66.0,55.0,56.0,56.0,64.0,70.0,64.0,66.0,64.0,66.0,64.0,70.0,66.0,66.0,66.0,64.0,,,66.0,70.0,,68.0,68.0,68.0,68.0,68.0,70.0,68.0,60.0,60.0
97,,,,,,,,,,,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,84.0,84.0,,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,,78.0,78.0,78.0,78.0,78.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,,,85.0,85.0,85.0,85.0,85.0,,83.0,83.0,,83.0,83.0,83.0
